nombre_normalizado,veredicto,categoria,metodo,razon
diploma de postitulo en formacion en terapia cognitivo conductual,EXCLUIR,,lexico,Terapia no musical
diploma de postitulo en formas actuales en financiamiento de empresas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en funcion pulmonar,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en fundamentos de sistemas de informacion de laboratorio clinico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en genero diversidad y politicas publicas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en genero gestion y liderazgo,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en genero trabajo y seguridad social,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en genero y derechos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en geo-minero metalurgia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en geomatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en geomecanica aplicada al diseno minero,EXCLUIR,,lexico,Artes visuales/plásticas
diploma de postitulo en gerencia publica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gerencia publica estrategica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en geriatria y gerontologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion ambiental para el sector minero,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion ambiental y economia circular de residuos solidos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion calidad e inocuidad de los alimentos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion cultural,EXCLUIR,,llm,El programa se refiere a gestión cultural sin indicar foco musical.
diploma de postitulo en gestion cultural comunitaria y politicas culturales,EXCLUIR,,llm,"Enfoque amplio en gestión y políticas culturales, sin referencia explícita a la música."
diploma de postitulo en gestion de calidad acreditacion y seguridad en la atencion clinica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion de calidad en salud,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion de empresas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion de laboratorio clinico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion de procesos innovacion excelencia operacional e inteligencia artificial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion de proyectos informaticos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion del cambio e innovacion organizacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion del cuidado de enfermeria aplicada a la atencion primaria en salud,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion del cuidado de enfermeria en cuidados paliativos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion del cuidado en intensivo pediatrico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion en la industria del deporte,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion estrategica gubernamental local y de presupuesto,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion farmacia hospitalaria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion financiera publica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion integrada de humedales y ordenamiento territorial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion integrada de recursos hidricos ante la variabilidad y cambio climatico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion integral de las politicas de seguridad ciudadana a nivel local,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion maritima y logistica internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion municipal y servicios locales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion y desarrollo de personas en el estado,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion y reduccion del riesgo de desastres,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gestion y respuesta frente a incendios forestales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en gobierno corporativo y compliance,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en guion cinematografico,EXCLUIR,,lexico,"Cine/audiovisual (se vincula a la videografía, no a la música)"
diploma de postitulo en hematologia para medicos no especialistas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en herramientas cuantitativas de planificacion y gestion estrategica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en hidrogeno verde y sus derivados,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en hidrogeologia aplicada a la mineria y medio ambiente,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en higiene ocupacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en imagenes cardiologicas no invasivas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en implementacion de ambientes escolares saludables,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inclusion enfoques y gestion de la diversidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inclusion laboral para personas en situacion de discapacidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en incorporacion de perspectiva de genero en stem,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en informacion financiera-contable,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en informatica para la salud,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en ingenieria de relaves,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en ingenieria de software,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en ingenieria del caving,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en ingenieria estructural y diseno sismico,EXCLUIR,,lexico,Artes visuales/plásticas
diploma de postitulo en ingenieria geotecnica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inteligencia artificial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inteligencia artificial para confiabilidad y mantenimiento predictivo,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inteligencia artificial para profesionales de la salud,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en inteligencia de negocios,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en interpretacion imagenologica de enfermedades orales y maxilofaciales prevalentes,EXCLUIR,,lexico,Interpretación/traducción sin contexto musical explícito
diploma de postitulo en intervencion comunitaria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervencion del habla en la infancia y adolescencia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervencion en violencia de pareja intima y abuso sexual infantil: un abordaje integral y multidisciplinario,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervencion en violencia intrafamiliar y abuso sexual infantil: un abordaje integral y multidisciplinario,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervencion en violencia intrafamiliar y sexual infantil: un abordaje integral y multidisciplinario,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervencion neuropsicologica en ninos ninas y adolescentes con trastorno especifico del desarrollo (ted),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervenciones para la salud basadas en mindfulness,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervenciones psicosocioeducativas en contextos de aprendizaje,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en intervenciones terapeuticas y preventivas en agresion sexual,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en investigacion clinica y certificado de monitor de ensayos clinicos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en justicia civil,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en kinesiologia intensiva,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en kinesiologia musculoesqueletica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en kinesiologia para el aprendizaje motor oral,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en kinesiterapia respiratoria aplicada a la clinica,EXCLUIR,,lexico,Terapia no musical
diploma de postitulo en laboratorio clinico y gestion de calidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en lectura escritura y oralidad para la educacion parvularia y primeros anos de educacion basica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en legislacion tributaria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en liderazgo centrado en las personas para la gestion del cuidado,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en litigacion en derecho administrativo sancionador,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en litigacion estrategica en la justicia de familia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en litigacion estrategica en materia de derechos fundamentales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en litigacion oral estrategica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en manejo de plagas urbanas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en manejo farmacologico en odontologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en manejo integral de personas con heridas ostomias e incontinencia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en manejo integral materno neonatal en recien nacido con patologia quirurgica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
diploma de postitulo en marketing,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
